cx_q2,Question Placement,Web,Dealership
"The dealership was not pushy, but took the time to listen to my needs.",End of Survey,FALSE,TRUE
It was,End of Survey,FALSE,FALSE
Please see previous answers,End of Survey,FALSE,FALSE
I don?t need to talk to anyone at the beginning of finding the exact or close vehicle,End of Survey,FALSE,TRUE
Very satisfied,End of Survey,FALSE,FALSE
We have purchased alot of vehicles and truly this was the best experience we've seen in a long time.,End of Survey,FALSE,FALSE
"quick, professional and accurate",End of Survey,FALSE,TRUE
"Played phone tag with salesperson.  They called back but not able to touch bases.  Website had offer, but it was unclear what offer meant.",Begin of Survey,TRUE,TRUE
No thanks,End of Survey,FALSE,FALSE
i asked for a quote and got a phone call and email with no quote?,Begin of Survey,TRUE,TRUE
Prompt and courteous,End of Survey,FALSE,TRUE
Prompt response both through email and phone,End of Survey,FALSE,TRUE
I made several online requests from different dealerships and most replied in a timely manner,End of Survey,TRUE,TRUE
I own 6 Fords I have owned Fords for 50 + years,Begin of Survey,FALSE,FALSE
Previous experiences,End of Survey,FALSE,FALSE
found out what I needed to know all up front I am good with the honest answers,End of Survey,FALSE,FALSE
It was easy to navigate the website to pick and choose the options I wanted,Begin of Survey,TRUE,FALSE
Agent was very helpful.,Begin of Survey,FALSE,TRUE
I really wasn't expecting anyone to contact me just yet about it.,End of Survey,FALSE,FALSE
The representative was quick with responses and answered my questions.,Begin of Survey,FALSE,TRUE
Marshall was great and did everything before we got to the dealership and made sure we were happy with our purchases.,Begin of Survey,FALSE,TRUE
they did well enough to have me inquire later when they get my type of vehicle in,End of Survey,FALSE,FALSE
"it was very good, positive.",Begin of Survey,FALSE,FALSE
Complete information and all questions answered,End of Survey,FALSE,TRUE
Prompt,Begin of Survey,FALSE,TRUE
Quick response good information,Begin of Survey,FALSE,TRUE
"Bought mustang, nice people",End of Survey,FALSE,TRUE
Prompt responseGood productsTrustworthy dealers,Begin of Survey,FALSE,TRUE
Didn't get the response I asked for. Was told best price is the price negotiated in person. If that is the case why have online sales?,End of Survey,TRUE,TRUE
Site was easy to navigate. Also ford has a great vehicle line.,Begin of Survey,TRUE,FALSE
repaid reply,Begin of Survey,FALSE,TRUE
Quick response,Begin of Survey,FALSE,TRUE
Quick response. Good price. Multiple options,End of Survey,FALSE,TRUE
"I was very satisfied with his responses,to my questions etc",End of Survey,FALSE,TRUE
Quick response and appointment,Begin of Survey,FALSE,TRUE
"I didn?t like how management treat me, about the interest rate when I?m a returned customer, I been a customer since 2006. Management had no sense of urgentcy on helping me. Sal was very knowledgeable.",End of Survey,FALSE,TRUE
Contacted me quickly,Begin of Survey,FALSE,TRUE
I asked for a quote online and you wanted to have a salesman contact me.,Begin of Survey,TRUE,TRUE
I was contacted the next day after placing my request and I was very satisfied with how prompt the representative was.,Begin of Survey,FALSE,TRUE
I obtained the information that I requested.,Begin of Survey,FALSE,FALSE
Cindy has been very nice to work with,Begin of Survey,FALSE,FALSE
I have had no response from Ford or dealership.,End of Survey,FALSE,TRUE
Very responsive and helpful.,Begin of Survey,FALSE,TRUE
prompt response,Begin of Survey,FALSE,TRUE
I got an immediate response.,Begin of Survey,FALSE,TRUE
I got a immediate response with someone that answered all my questions and gave me the bottom line on pricing. I?m just trying to decide whether to wait for more incentives to come out or purchase now.,End of Survey,FALSE,TRUE
Buying a new car is exciting and scary. Financing is scary. It was very important for me to keep the monthly payments within my budget and they helped me do that. All the staff there was great and helpful.,End of Survey,FALSE,TRUE
We received an instant response and set up an appointment to look at the vehicle.,Begin of Survey,FALSE,TRUE
Because it was,Begin of Survey,FALSE,FALSE
Exceeded my expectations. Rep was very customer driven and knowledgeable.,End of Survey,FALSE,TRUE
fast and informative,Begin of Survey,FALSE,FALSE
Timely and responsive to my questions,End of Survey,FALSE,TRUE
Dealership wanted to play games. See my response. To worried about my trade. Went to another Ford Dealership,End of Survey,FALSE,TRUE
It was what I wanted.,End of Survey,FALSE,FALSE
"Found dealer responsive to my request, and thorough in describing financing. (unbelievable amount of paper-work!)",End of Survey,FALSE,TRUE
The service was as good or better then expected.,End of Survey,FALSE,FALSE
Was as expected. back and forth emails etc.,Begin of Survey,FALSE,FALSE
Responsiveness,End of Survey,FALSE,TRUE
No contact but easy to manage the request,End of Survey,FALSE,FALSE
trustworthy,End of Survey,FALSE,FALSE
Responded next day,Begin of Survey,FALSE,TRUE
Because it was good,Begin of Survey,FALSE,FALSE
It was a excellent experience.,End of Survey,FALSE,FALSE
I feel like I wasn?t important only got email I answer back and I feel like I was bothering and they send an email saying they wanna do this as hassle free as possible so they want easy money.,End of Survey,FALSE,FALSE
"They were prompt, courteous, and willing to negotiate pricing",Begin of Survey,FALSE,TRUE
Contacted me quickly,Begin of Survey,FALSE,TRUE
"Sales men showed interest, were respectful, and thoughtful when considering the wants and needs fro a vechile.",Begin of Survey,FALSE,TRUE
people don't listen to things that are said.,Begin of Survey,FALSE,TRUE
The response was quick and helpful with h the option of opting out if not wanted.,End of Survey,FALSE,TRUE
The dealer was very responsive and timely,End of Survey,FALSE,TRUE
"I like the product that Ford make, it is #1 in all other product.",Begin of Survey,FALSE,FALSE
Don?t now much about the dealership just talked with Alan for a minute so i can?t really give you a better rating.,Begin of Survey,FALSE,TRUE
previously stated,End of Survey,FALSE,FALSE
Because I have been contacted via email.I would have liked to have been called.,Begin of Survey,FALSE,TRUE
This long survey is the biggest hassle yet. Just imagine if I?ve talked with three dealerships and have to go through this long survey with each of them.,End of Survey,FALSE,TRUE
Quick response,Begin of Survey,FALSE,TRUE
got what I wanted,End of Survey,FALSE,FALSE
Awesome customer service and fast turn around.,Begin of Survey,FALSE,FALSE
"Numerous calls were made to me!  With my busy schedule, I haven't had a chance to come in and look for a car.  I appreciate all the contacts.  Keeps me informed.",Begin of Survey,FALSE,TRUE
In a word - GOOD.,End of Survey,FALSE,FALSE
Immediate response both by email & phone call regarding inquiry. Most knowledgeable regarding product that we had encountered.  Outstanding management & customer service.,Begin of Survey,FALSE,TRUE
They called me back,End of Survey,FALSE,TRUE
"Apparently I should not have wasted my time asking for a quote from Woodhouse, after all, when I gave a poor rating for repairs on my current car and damages ocurred after spending more than  $1800.00, why should I have expected an email listing a dollar amount for what I wanted??  I will get the car I want elsewhere.",End of Survey,TRUE,TRUE
They were quick to respond,Begin of Survey,FALSE,TRUE
Want a price on the new ford ranger haven?t gotten the price,End of Survey,FALSE,FALSE
Sales person did not pressure me in anyway..and worked to get me where i needed to be on vehicle..plus advised me on how to add some upgrades i want...very respectful to me,Begin of Survey,FALSE,TRUE
Fair,End of Survey,FALSE,FALSE
I received no information. I was ready to buy the car but not sure why I wasn?t contacted,End of Survey,FALSE,TRUE
Went smooth,End of Survey,FALSE,FALSE
Went over all the equipment options & pricing and will be able to find what ever vehicle with options I want,Begin of Survey,FALSE,FALSE
"I had a few feelers out, Celeste from Suburban Ford was the only one who was kind and helpful, respectful and at the same time very professional. All the other dealers we're pushy and annoying to the point of my literally hanging up on them.",End of Survey,FALSE,TRUE
Great experience!,Begin of Survey,FALSE,FALSE
It took a few days before I got an answer and they told me the truck I needed would be in about two weeks,Begin of Survey,FALSE,TRUE
No pressure friendly,Begin of Survey,FALSE,TRUE
"Ratings on vehicle.  Not excellent because Ford has a basic 3y/30,000 mile warranty.",Begin of Survey,FALSE,FALSE
They contacted me and followed up with information.,Begin of Survey,FALSE,TRUE
NO reply!  Have someone from Brownwood call me.  I had a BAD service experience at Coleman also.,End of Survey,FALSE,TRUE
Quick reaponse,Begin of Survey,FALSE,FALSE
Good honest answers,End of Survey,FALSE,FALSE
Not pushy,Begin of Survey,FALSE,FALSE
Always in contact,End of Survey,FALSE,FALSE
quick and easy,End of Survey,FALSE,FALSE
Nice guy,End of Survey,FALSE,FALSE
Online descriptions were good. Easy to navigate.,Begin of Survey,TRUE,FALSE
"good service so far, although I have not gone to your dealership yet.",Begin of Survey,FALSE,TRUE
Immediate response from the dealership from both a sales rep and a manager.,Begin of Survey,FALSE,TRUE
easy straightforward,Begin of Survey,FALSE,FALSE
Got back to me within an hour,Begin of Survey,FALSE,FALSE
not sure,Begin of Survey,FALSE,FALSE
Informative,End of Survey,FALSE,FALSE
The dealer representative was very professiinal and curteous.,Begin of Survey,FALSE,TRUE
Goo busy for my needs,End of Survey,FALSE,FALSE
Employees are geared towards customer satisfaction and they do a great job in that area.,Begin of Survey,FALSE,FALSE
Just a comfortable process,End of Survey,FALSE,FALSE
have all I need to proceed.,End of Survey,FALSE,FALSE
I have had no reply from this dealer,End of Survey,FALSE,TRUE
What I?ve been saying all along I?m still not clear on anything .. it wasn?t helpfulIt was a waste of time kind of because I?m not rushing to the dealership because I was not given any reason to want toI never received any email of what vehicles are available new or used that would meet what I?m looking for in the price range that I want to spend I know they want you to come into the dealership but I?m not running around to a dealership or be sitting at a dealership until I cave from the pressure,End of Survey,FALSE,TRUE
Took to long to answer back.  Days......,End of Survey,FALSE,FALSE
"I am loolimg forward to to the new ford vand, becausr of yhr inovative style and operational fuel efficiency.",End of Survey,FALSE,FALSE
Submitting the request was simple.,Begin of Survey,TRUE,FALSE
Superior service,Begin of Survey,FALSE,FALSE
NA,End of Survey,FALSE,FALSE
Prompt,End of Survey,FALSE,TRUE
"Prompt, friendly no BS",End of Survey,FALSE,TRUE
Clinton is the most helpful person I could ask for.,Begin of Survey,FALSE,TRUE
Gave the exact details I needed to know about trade ins,Begin of Survey,FALSE,FALSE
I was contacted right away by email and followed up with by phone. I did not get a chance to speak with anyone due to changes in my schedule but Ford responded quickly!,Begin of Survey,FALSE,TRUE
The vehicle is not out yet.,End of Survey,FALSE,FALSE
A rep responded right away and followed up appropriately,Begin of Survey,FALSE,TRUE
Some one answered my questions,End of Survey,FALSE,TRUE
I was looking for 2 cars and they didn?t have inventory of mustangs of interest.  I made a tentative time for sales person to get back to me in December when I will be in Florida for the winter to test focus hatchbacks for my wife as her car lease will be over while down in Florida,Begin of Survey,FALSE,TRUE
took a while3000 out of pocket became 4275,Begin of Survey,FALSE,FALSE
easy process and easy to do! Quick and friendly response!,End of Survey,FALSE,TRUE
Never received any pricing that I requested,Begin of Survey,FALSE,FALSE
All my questions were answered and was helped in an awesome way and now I have a great vehicle.,End of Survey,FALSE,TRUE
the service department is very good and explains everything going on with my car. Over all Roush Ford employees are very friendly.,End of Survey,FALSE,TRUE
Great customer service;  Fair,Begin of Survey,FALSE,FALSE
I received a response regarding leasing options and financing options and I liked how they sent me the comparisons.,Begin of Survey,FALSE,TRUE
Just thought I would get more than one dealership to go with and more vehicles to choose from,End of Survey,FALSE,TRUE
Because it was.,Begin of Survey,FALSE,FALSE
Tried to sell me a much higher content vehicle,End of Survey,FALSE,FALSE
They contacted me with what they have available,Begin of Survey,FALSE,TRUE
Because they contacted me with what they could find for me,Begin of Survey,FALSE,TRUE
Every dealer in my area responded with what they have on hand,Begin of Survey,FALSE,TRUE
fast follow up on the request,Begin of Survey,FALSE,FALSE
All I needed was answered,End of Survey,FALSE,TRUE
Great service,End of Survey,FALSE,FALSE
Everything went smoothly.,End of Survey,FALSE,FALSE
Very easy & quick,Begin of Survey,FALSE,FALSE
Easy to use.,Begin of Survey,FALSE,FALSE
No verbal or computerized response.Yo my knowledge....,End of Survey,FALSE,TRUE
"Heard my needs, explained everything thoroughly and very friendly",Begin of Survey,FALSE,TRUE
Immediate contact.,End of Survey,FALSE,FALSE
Ontime and appropriate,End of Survey,FALSE,FALSE
Very prompt response.,Begin of Survey,FALSE,TRUE
"The dealership never bother to address the vehicle I built, they only interested to sell the vehicles in hand.",End of Survey,FALSE,TRUE
"I was satisfied with the vehicle my salesman, Rico, ended up matching me with.",Begin of Survey,FALSE,TRUE
Very prompt and informative,Begin of Survey,FALSE,TRUE
Great sales person and helpful answers to questions in examine the vehicle and negotiating terms.,End of Survey,FALSE,TRUE
I was able to set up an appointment to see and drive a car. When I arrived a salesman greeted me at the door and the receptionist also greeted me at the door.,Begin of Survey,FALSE,TRUE
The website doesn?t offer many options when building a truck.,End of Survey,TRUE,FALSE
I was given an answer within an hour,End of Survey,FALSE,FALSE
na,End of Survey,FALSE,FALSE
Read the other comments,End of Survey,FALSE,FALSE
Quick response with detailed information and address my questions,Begin of Survey,FALSE,TRUE
Prompt accurrate ob 2nd try,End of Survey,FALSE,TRUE
quick response,Begin of Survey,FALSE,TRUE
The staff was friendly and easy to work with on my purchase.,Begin of Survey,FALSE,TRUE
Very quick response,Begin of Survey,FALSE,TRUE
Fast response,Begin of Survey,FALSE,TRUE
Called me rite away and was able to meet my needs,Begin of Survey,FALSE,TRUE
George is very responsive and helpful,Begin of Survey,FALSE,TRUE
WAS CONTACTED VERY QUICKLY.,Begin of Survey,FALSE,TRUE
Cause I have yet to get the information I wanted!,Begin of Survey,FALSE,FALSE
"Because of the fast, no pressure response.",Begin of Survey,FALSE,TRUE
I have always driven Fords.  I was generous in the good rating as I have had negative experiences at Gary Smith Ford.  Their inaction on my request for a price quote is not surprising.,End of Survey,TRUE,FALSE
fast response and asked great questions to uncover my needs quickly,Begin of Survey,FALSE,TRUE
Response was the next business day,Begin of Survey,FALSE,TRUE
It was excellent,Begin of Survey,FALSE,FALSE
Was contacted quickly by sales associate who could answer questions,Begin of Survey,FALSE,TRUE
Jan is excellent. She was very helpful and answered all my questions. I will be recommending her to others. I was very happy with my experience and happy to say I'm enjoying the Ford Escape.,Begin of Survey,FALSE,TRUE
No follow up was done,End of Survey,FALSE,FALSE
Great service and responsive timely manner,Begin of Survey,FALSE,TRUE
"I was in contact with Heather, the manager at UNIQUE ford in Concord within a matter of minutes.  She followed through multiple media resources and was very helpful in understanding my needs for my first visit.",Begin of Survey,FALSE,TRUE
Someone quickly contacted me.,Begin of Survey,FALSE,TRUE
Very prompt and courteous reply.,Begin of Survey,FALSE,TRUE
Rep snswered my questions,End of Survey,FALSE,TRUE
The responce was almost instantly.,Begin of Survey,FALSE,TRUE
Difficult to search for the vehicle I wanted and no reply dealer,End of Survey,TRUE,TRUE
Brian did a great job.,End of Survey,FALSE,FALSE
Response was fast,Begin of Survey,FALSE,TRUE
"My prior experience with Towne for was wonderful. (Ramzi was the sales rep) I felt listened to and cared about. Kyle's attentiveness was so good that I was considering buying the vehicle. However, when I arrived at Towne Ford to test drive the Explorer,  I was passed on to 2 other sales reps, they couldn't find the vehicle, had many excuses given, I'm wondering if personal face to face service is less important.",End of Survey,FALSE,TRUE
Have received no info. about trucks that match my specs. so far .,End of Survey,FALSE,FALSE
I requested to be informed on price changes and they contacted me.,Begin of Survey,FALSE,TRUE
Veey welcoming,Begin of Survey,FALSE,FALSE
Availablity and price.,End of Survey,FALSE,FALSE
A Store Representative contacted me expediently and was very professional and used great Customer Service.,Begin of Survey,FALSE,TRUE
Amanda Gilbert responded immediately and it was late at night.,Begin of Survey,FALSE,TRUE
fast,End of Survey,FALSE,FALSE
Lot of dealers emailed me,End of Survey,FALSE,TRUE
Txt messages that rep was sending info but never received,End of Survey,FALSE,TRUE
Same reason still don?t know anymore still confused still don?t know what?s available new or used still really don?t know pricing no better off than when I started.. wasted time ..   I?m not rushing off to any dealership ..No one?s made me want to,End of Survey,FALSE,TRUE
Liar,End of Survey,FALSE,FALSE
great serviceReturned emails and phone calls immediately,Begin of Survey,FALSE,TRUE
Dealership responded quickly and provided the information I requested and left contact information,End of Survey,FALSE,TRUE
"Great Dealership, Great Offers,Really happy to buy my first car from here. Would recommend my friends as well",Begin of Survey,FALSE,TRUE
it is difficult to select what you want and make sure that you get the subtractions in the price. This process could be alot easier if properly programmed.,Begin of Survey,FALSE,FALSE
Straight forward friendly people. very honest and phenomenal customer service,Begin of Survey,FALSE,TRUE
Alexandria was very helpful and a nice person to talk to about a new truck. Very helpful.,Begin of Survey,FALSE,TRUE
Excellent response time.,Begin of Survey,FALSE,TRUE
Very timely responses with excellent details that met my needs.,Begin of Survey,FALSE,TRUE
Not perfect. And I haven?t heard a thing for two days.,End of Survey,FALSE,FALSE
Didn't give me what I wanted,End of Survey,FALSE,FALSE
I still haven't heard back,End of Survey,FALSE,FALSE
Quick response,Begin of Survey,FALSE,TRUE
The website offered a very pleasant experience in finding the kind of car that I was looking for.,End of Survey,TRUE,FALSE
I was contacted quickly and effectively,Begin of Survey,FALSE,TRUE
The advertised price was incorrect by $6000I call that false advertising,Begin of Survey,FALSE,FALSE
They did a great job,End of Survey,FALSE,FALSE
Mark was an exceptional salesperson.  I have been to several dealer and found Mark/Larsen to be a great place.I purchase a Ford Escape from him.,Begin of Survey,FALSE,TRUE
great response,Begin of Survey,FALSE,TRUE
Like the dealership,End of Survey,FALSE,TRUE
"Matthew, the sales rep that I worked with at Solomon did an excellent job!! I ended up purchasing a 2018 F150 at Solomon on October 31st. Thanks!",Begin of Survey,FALSE,TRUE
Quick response.Very polite sales staff.,Begin of Survey,FALSE,TRUE
"no response. asked for pictures of: VIN sticker, emissions sticker, tire pressure label",End of Survey,FALSE,TRUE
"Prompt, polite, great to deal with",Begin of Survey,FALSE,TRUE
Salesman insulted me. Left early for Halloween and would not complete sale,Begin of Survey,FALSE,TRUE
Ok,End of Survey,FALSE,FALSE
Prompt response to exactly the truck I was looking to purchase.,Begin of Survey,FALSE,TRUE
"They, again did not have access to their inner portions of their own company. I should not have to call back on a different line to talk to that.",End of Survey,FALSE,TRUE
Couldn?t come near the price I was looking for or that was advertised,End of Survey,FALSE,FALSE
That's how I felt & this survey is getting long in the tooth,End of Survey,FALSE,FALSE
Jorge knee the product very well. He asked good questions about our needs and timing but was not pushy.,Begin of Survey,FALSE,TRUE
prompt response. fair offer. product I wanted was available,Begin of Survey,FALSE,TRUE
Was contacted.,Begin of Survey,FALSE,TRUE
dealer tried to reach my cell and then re-contacted me on friday pmi AM purchasing a 2019 EDGE titanium !!!!,Begin of Survey,FALSE,TRUE
I got the car I wanted and there were no problems,End of Survey,FALSE,FALSE
The response was quick and provided me a contact person.,End of Survey,FALSE,TRUE
Nothing special and not bad,End of Survey,FALSE,FALSE
FAST RESPONSE,Begin of Survey,FALSE,TRUE
No reason not to,End of Survey,FALSE,FALSE
All my questions were answered.,Begin of Survey,FALSE,TRUE
No one contacted me.,End of Survey,FALSE,TRUE
Same answers as before,End of Survey,FALSE,FALSE
My wife and I was in the process of obtaining price quote on vehicles but the ones that we?ve contacted we?re more concerned about a phone conversation then they were on giving us a price quotes . I try to correspond through the manufactures website and email but did not get a timely price quote. My wife and I ended up purchasing A Hyundai Tucson and a Hyundai accent from Kris Auffenberg In Cape Girardeau Missouri,Begin of Survey,TRUE,TRUE
Very nice and helpful. Not pushy.,End of Survey,FALSE,FALSE
because it was,End of Survey,FALSE,FALSE
"timely, effective, useful",Begin of Survey,FALSE,FALSE
"Sorry, totally new at this, I certainly was not blown away and am not into being pushed into anything I am not comfortable with.  Expected more pricing info.",Begin of Survey,FALSE,FALSE
"All of my questions were answered, the pricing was by far the best I received from any Ford dealer I contacted.",End of Survey,FALSE,TRUE
Very responsive,End of Survey,FALSE,TRUE
All information was furnished,End of Survey,FALSE,FALSE
No response,End of Survey,FALSE,TRUE
I like to be able to spec the truck I want,End of Survey,FALSE,FALSE
Prompt response time.,End of Survey,FALSE,TRUE
I still don't have the answer I want. Can you order the car model/option I'm interested in and how much will it cost?,End of Survey,FALSE,FALSE
I received the information I was looking for quickly.,End of Survey,FALSE,FALSE
Had everything I needed in a timely manner to make a decision.  Jadon Bennet at Dave Smith Ford was excellent to work with.,End of Survey,FALSE,FALSE
response time was excellent,End of Survey,FALSE,TRUE
You are helpful and ready to do what ever I need to make a decision.  NO games and the bottom dollar. I trust your pricing to be best.  So I living in Kansas City will buy with you first.,End of Survey,FALSE,FALSE
I didn't want to be contacted via phone.,End of Survey,FALSE,TRUE
A sales rep followed up with my request.,Begin of Survey,FALSE,TRUE
no pressure at all.,Begin of Survey,FALSE,FALSE
I requested an emailed quote for a vehicle but have not yet received it.,End of Survey,TRUE,FALSE
Quick response,Begin of Survey,FALSE,TRUE
"knowledge from sale person, Manager followed up but when I visited the dealer and test drove too much time spent getting info from manager and was just discouraging.",Begin of Survey,TRUE,TRUE
I was contacted quickly,Begin of Survey,FALSE,TRUE
Th e sALES PERSON  I talked to was great.,Begin of Survey,FALSE,TRUE
Quick and easy,Begin of Survey,FALSE,FALSE
just because my interactions with Fieldhouse Ford are always very good,End of Survey,FALSE,TRUE
Because I asked for a price and didn't get  one.  Just want to know what the price is and if it was what was posted I will likely buy it.  Tired of bait a switch so first one to give me an honest price will likely earn my business.,Begin of Survey,FALSE,FALSE
I bought my previous Lincoln from Covert I do wish that Austin was big enough to have a stand alone Lincoln dealer.,Begin of Survey,FALSE,TRUE
I got a call within a short amount of time which I really did like,End of Survey,FALSE,FALSE
Dont like this type of survey.,End of Survey,FALSE,FALSE
Because they gave great service in a timely manor.,Begin of Survey,FALSE,FALSE
Remove my email address     Thank you,End of Survey,FALSE,FALSE
Sales person was very helpful & respectful.,End of Survey,FALSE,TRUE
"I still don't have the specific build I requested, nor the bottom line, walk away, total cost, best possible price.",End of Survey,FALSE,FALSE
Awesome customer service,Begin of Survey,FALSE,FALSE
Prompt attention to my questions. Willing to work with my budget,End of Survey,FALSE,TRUE
"The contact was quick to respond to my request, time scheduled to meet with rep was on time and as we scheduled for date and time.",Begin of Survey,FALSE,TRUE
The person who dealt with,End of Survey,FALSE,TRUE
I received a fast and informative reply.,Begin of Survey,FALSE,TRUE
Could not be better.,End of Survey,FALSE,FALSE
Quick,End of Survey,FALSE,FALSE
Your pricing is misleading to say the best,End of Survey,FALSE,FALSE
Request on the Connect was after hours I believe and they responded before noon the next day.  Were very helpful with the options and the pros and cons of the vehicle.  Very honest group.,End of Survey,FALSE,TRUE
did not provide information that I requested.,Begin of Survey,FALSE,FALSE
service and price,Begin of Survey,FALSE,FALSE
Speedy response,Begin of Survey,FALSE,TRUE
"see previous comments, delayed response, quoted me over MSRP, didn't relay message to have Ron Needham call me back.  It's been several days now.",End of Survey,TRUE,TRUE
First time looking for a car via internet while looking for deals. It draws you in.,Begin of Survey,TRUE,FALSE
Their website was easy to use and someone contacted me shortly after I completed the survey,Begin of Survey,TRUE,TRUE
I got the price I wanted,End of Survey,FALSE,FALSE
The dealership answered my questions and provided the pricing I requested.,Begin of Survey,FALSE,TRUE
It was a general request not directed to any particular dealership,Begin of Survey,FALSE,TRUE
I was never contacted.,End of Survey,FALSE,TRUE
easy to use,Begin of Survey,FALSE,FALSE
Prompt,End of Survey,FALSE,TRUE
I have the X-Plan so little stress in dealing,End of Survey,FALSE,FALSE
Great communication. Friendly.,Begin of Survey,FALSE,TRUE
Sales Manager Jimmy Lowry and sales person Chris Overkott were excellant to deal with. Both first class gentlemen.,Begin of Survey,FALSE,TRUE
I have received at least 5 emails non of which answered the question of do you have used full size transit vans for sale with min of medium heath top min 10' inside length. Cargo or passenger,End of Survey,FALSE,TRUE
Prompt reply,Begin of Survey,FALSE,TRUE
replied rather quickly,Begin of Survey,FALSE,TRUE
rapid response,Begin of Survey,FALSE,TRUE
Salesman i spoke with was very nice and informative.,Begin of Survey,FALSE,TRUE
because,End of Survey,FALSE,FALSE
Quick response. Decent price.,Begin of Survey,FALSE,TRUE
I asked for specific pricing information and didn't get it. Was told to come by the dealership to talk about it.,Begin of Survey,FALSE,TRUE
didnt get my question answered. 2018 explorer 182015 is listed as i4 engine and 6 cyl. which is it?,Begin of Survey,FALSE,TRUE
clear and concise. Informative,Begin of Survey,FALSE,FALSE
Cole was especially accommodating so we could see the Expedition. Cole was a very good communicator as well,Begin of Survey,FALSE,FALSE
"Took until the next day to be contacted, and I never got the supposed ""online special sale price"" quote I asked for.Only time I was able to get more detailed price than on website was when I went in to dealership in person",End of Survey,TRUE,TRUE
Fords are not my cup of tea however I did research and bought a Ford and I am loving it .,End of Survey,TRUE,FALSE
Haven?t had any contact so I need some information,End of Survey,FALSE,FALSE
Everything was helpful and understanding,Begin of Survey,FALSE,FALSE
They got in touch quickly. I did go to the dealership Igor helped me. He was nice and not the usual pain in the ass sales man that treats you like your a dumb ass.,End of Survey,FALSE,TRUE
"I asked to be emailed sales rep called. I told him our offer her asked where I came up with that number, I told him it was an offer he said no. So done!",Begin of Survey,FALSE,TRUE
as mentioned above,End of Survey,FALSE,FALSE
Easy,End of Survey,FALSE,FALSE
Because my salesman ryan haught took the time to anwser all my questions.,Begin of Survey,FALSE,TRUE
Face to face interaction felt honest.,End of Survey,FALSE,TRUE
"Quick, accurate and pleasant responses.",Begin of Survey,FALSE,TRUE
Got call right away and got info I needed,End of Survey,FALSE,FALSE
They got with me quickly and made sure I understood the condition of the car and the actual price.,Begin of Survey,FALSE,FALSE
Sending a email of your company website with please call and talk to and no calls with leaving a  voice mail just isn't really much help  two years ago when I put a request for a dodge car I had a voice mail with in 2 days even though I didn't buy new I did buy a used 13 dodge avenger from them,End of Survey,TRUE,TRUE
They responded quickly,End of Survey,FALSE,TRUE
"Tom was quick to get back to me from the Internet Department, but he said that my build on ford.com did not flood over to him??",Begin of Survey,TRUE,FALSE
The sales manager is incredible,End of Survey,FALSE,TRUE
*See prior comments,End of Survey,FALSE,FALSE
Fast responses and efficient communication,Begin of Survey,FALSE,TRUE
Didn?t ask for a call but told agent that I wasn?t ready to discuss anything. Then he call again. So I won?t be communing to your showroom. Go somewhere where they understand english.,End of Survey,FALSE,TRUE
easy to use. i like that you can search vehicles (even in-transit ones) online. makes looking for my new ford vehicle much easier and more transparent. helps combat the dreaded bait and switch.,Begin of Survey,TRUE,FALSE
easy to search for what you want on ford.com. showing inventory is very convenient.,Begin of Survey,TRUE,FALSE
Prompt,Begin of Survey,FALSE,TRUE
Ease of obtaining info,Begin of Survey,FALSE,FALSE
"Asked questions, I answered, no further response.",End of Survey,FALSE,TRUE
A representative replied to me very quickly.,Begin of Survey,FALSE,TRUE
Rep made contact and provided info.,Begin of Survey,FALSE,TRUE
quick response and knowledgeable rep,Begin of Survey,FALSE,TRUE
No follow up,End of Survey,FALSE,FALSE
My request was just to be notified when the price changed.  Lots of people contacted me but no one wanted to deal and come to a fair price for last years inventory that is just going to sit there.,Begin of Survey,FALSE,TRUE
No reason.,Begin of Survey,FALSE,FALSE
response was quick,End of Survey,FALSE,TRUE
I could not find a way online when requesting the quote to contact the salesman I had been working with directly,End of Survey,TRUE,TRUE
Very timely,End of Survey,FALSE,FALSE
I was pleased with the service.,End of Survey,FALSE,FALSE
Service was excellent,Begin of Survey,FALSE,FALSE
"Contacted me promptly. Working with Benson Ford in Easley, as already clients there.",Begin of Survey,FALSE,TRUE
They were very helpful and profession al helping me.,Begin of Survey,FALSE,FALSE
"The dealership responded quickly, was very interested in my request but was not pushy at all.  Probably the best experience I've ever had dealing with a car dealership!",End of Survey,FALSE,TRUE
xxxxxxxxxxxx,End of Survey,FALSE,FALSE
Adam got it out Quick,Begin of Survey,FALSE,FALSE
no issues other than price,End of Survey,FALSE,FALSE
Contacted quickly by a knowledgeable representative.,Begin of Survey,FALSE,TRUE
Was looking for ore qualifying of new vehicle but was referred to dealers,Begin of Survey,FALSE,TRUE
Great information and very helpful that will help to my decision to buy or not to buy.,End of Survey,FALSE,FALSE
Easy to speak with,Begin of Survey,FALSE,TRUE
Prompt response with information requested.,Begin of Survey,FALSE,TRUE
Said I didn?t get approved at all,End of Survey,FALSE,FALSE
Kind and willing to help me through the process.,End of Survey,FALSE,FALSE
Quick response,End of Survey,FALSE,TRUE
Because Mr Lutsey responded quickly!,Begin of Survey,FALSE,TRUE
"I was promptly contacted, asking what I was looking for.",Begin of Survey,FALSE,TRUE
It just started so it?s hard to determine,End of Survey,FALSE,FALSE
Very quick response and information asked for was provided in a timely manner,Begin of Survey,FALSE,TRUE
Very nice environment,Begin of Survey,FALSE,FALSE
