cx_q2,cx_flag,Question Placement,Web,Dealership
Great salesman,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"They contacted me within an hour. An appointment was made, almost immediately.",2,Begin of Survey,FALSE,TRUE
dealer only called when car came in that i wanted to see,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
low pressure. information regarding what we wanted was assessed and solutions found.we are totally satisfied with our purchase.,2,Begin of Survey,FALSE,FALSE
Did not listen to what price I wanted,2,Begin of Survey,FALSE,FALSE
A representative called me back within minutes. She was very professional and helpful. Not always seen. Also spoke to Ken at Joe Cotton Ford. He also was very helpful and knowledgeable. Thank you.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Nobody contacted me. Checked your website for inventory and not much of a selection. Decided to move on to a different dealership.,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
It was a good encounter as far as I know...have not contacted any other dealers as of yet to compare it to.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
What good is the website if no one follows up and contacts you.You ask for personal information for? Just to put in your database?,1,End of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
"went in for face to face the next day and was played like first time buyer price was crazy said no then another rep took over he to was over priced, i thanked them said no and left. the next day i was called and given a cheaper price and the day after that another cheaper price was given. I purchased my new Mustang from another dealership on the 16th",1,End of Survey,FALSE,TRUE
Contacted soon,2,Begin of Survey,FALSE,TRUE
They were very prompt in responding.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
not ready to buy,1,End of Survey,FALSE,FALSE
He called me once right after my request then I had to call him back a couple times. He said he'd send me something but I have not heard from him. I think his name was Brad. From past experience it's typical of autonation's,2,Begin of Survey,FALSE,TRUE
quick follow up,2,Begin of Survey,FALSE,FALSE
"Our salesman Mike was outstanding! Courteous, patient and very thorough.",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"prompt, courteous",2,Begin of Survey,FALSE,TRUE
Very helpful,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
NO QUOTE WAS EMAILED.,1,End of Survey,TRUE,FALSE
Bought it,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
did what I ask did not pressure me,1,End of Survey,FALSE,FALSE
Bait and switch tactics were used,2,Begin of Survey,FALSE,FALSE
I was provided with a number of options and trucks to select from in my price range. Once we picked out the one we liked we drove by to look at it. The next day we set up a time frame to drive it and then made or arrangements,1,End of Survey,FALSE,FALSE
multiple contacts from friendly professionals.,2,Begin of Survey,FALSE,TRUE
I was contacted within 1 hour,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
The response was very timely and the message was concise in tht they would try and find the vehicle I am interested in.,2,Begin of Survey,FALSE,TRUE
Ended up buying truck,1,End of Survey,FALSE,FALSE
Quick response,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I still do not have a price.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Sales rep contacted my quickly, very polite, very knowledgeable and personable.",2,Begin of Survey,FALSE,TRUE
"I found it easy and efficient to be able to submit my request for more information, and I was contacted within a very short time by a representative who is willing to work at my pace.",2,Begin of Survey,TRUE,TRUE
I didn't read the e-mail till after I purchased a 2016 GT from Crater Lake ford. Same day as my request.,2,Begin of Survey,FALSE,FALSE
Jared was very kind and courteous.  He tried very hard to get me a vehicle that was within my budget.,2,Begin of Survey,FALSE,TRUE
"prompt reply , professional",2,Begin of Survey,FALSE,TRUE
They responded almost immediately,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
because I have an acquaintance who buy f150 folds since 10 years and he never had problems with and that ford is a great brand with a proven worldwide,2,Begin of Survey,FALSE,FALSE
The dealership was too overzealous and pushy and there was false advertisement.,1,End of Survey,FALSE,TRUE
"I got only an automatic response to my inquiry, and i was confused by it.  I followed up with a phone call and left a voice mail  for Barbara.   I never heard from her.  I only received another email with details  on a completely different  car, not the one I  was interested  in.",1,End of Survey,FALSE,TRUE
Quick response to questions,2,Begin of Survey,FALSE,TRUE
Efficient,1,End of Survey,FALSE,FALSE
Early response to my request. Set up time for me to come to see the truck.,2,Begin of Survey,FALSE,TRUE
Quick response and no pressure sales,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Nancy was personable on the telephone, established a relationship and moved forward focused on my details.Tony Benjamin was the sales agent that took over when I arrived at the Santa Monica dealership represented by Nancy on the telephone.  Tony provided same day information.",2,Begin of Survey,FALSE,TRUE
I did not feel pressured to by anythingHe listened to what I wanted and my plans,2,Begin of Survey,FALSE,FALSE
Received no contact,1,End of Survey,FALSE,FALSE
I have an appointment to visit dealership,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I was contact soon after I requested info from the website.,2,Begin of Survey,TRUE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Our salesperson, Wendell Brown, always helps us and is not only a great salesperson but we also consider him a friend. We have dealt with Landers Ford/Wendell for years and our experiences has always been great",2,Begin of Survey,FALSE,TRUE
He answered my questions.,1,End of Survey,FALSE,TRUE
person was very short on the phone and acted like I have never bought a car before -I'm 68 yrs of age and have 2 ford products now,2,Begin of Survey,FALSE,TRUE
Was helpful,2,Begin of Survey,FALSE,FALSE
The sale rep Tiffany really made a car buying experience great and stres free.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
will be buy a car in the nwxt few week.,2,Begin of Survey,FALSE,FALSE
Everyone was very helpful,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Very responsive,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The rep gave me good information in a timely manner.,2,Begin of Survey,FALSE,TRUE
Listen to specific needs,2,Begin of Survey,FALSE,FALSE
the dealer offer for my trade in vehicle was no where near what the value of it was,2,Begin of Survey,FALSE,TRUE
I haven?t received a response to my email. They did call but I?m not available to talk which is why I emailed.,1,End of Survey,FALSE,TRUE
No response,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Great service,2,Begin of Survey,FALSE,FALSE
Quick and easy,2,Begin of Survey,FALSE,FALSE
"Never contacted at all, i had requested info and availability of a vehicle, not by phone but by email or text and was not contacted any way",1,End of Survey,FALSE,TRUE
Dealer was deceptive about having the vehicle on the lot. I drove almost an hour to the dealer after they called 3 times that day and I confirmed the vehicle was there. As soon as I walked in the showroom a guy informed me the truck I came purchase was not there but he had a similar one which cost more,2,Begin of Survey,FALSE,TRUE
Never contacted,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Provided excellent information regarding vehicle requested.  Respectful to my needs as customer.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
No,1,End of Survey,FALSE,FALSE
Brandon is a good salesman,2,Begin of Survey,FALSE,TRUE
Responses were quick and informational satisfying my need for information desired.,1,End of Survey,FALSE,TRUE
Received a reply almost immediately.,2,Begin of Survey,FALSE,TRUE
Online experience was great and connection very fast,2,Begin of Survey,TRUE,FALSE
Representative contacted me but told me they had no info on the vehicle. After 2 days of chasing him I finally got info but by then I had already bought a Ford from another Ford dealer in the area.,1,End of Survey,FALSE,TRUE
Easy,1,End of Survey,FALSE,FALSE
Everyday Q&A,1,End of Survey,FALSE,FALSE
Ecause it was,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
No body called?????????,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"They text me quickly. But honestly, I didn?t request a contact.",2,Begin of Survey,FALSE,FALSE
the person who contacted me was quick and friendly,2,Begin of Survey,FALSE,TRUE
"Prompt, thorough call, but not pushy.",2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Matthew Smith contacted us immediately and set up a time to view the vehicle. At which time we met with Ken Carril, who was very courteous and knowledgeable.",2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
The staff was great,2,Begin of Survey,FALSE,TRUE
Good,1,End of Survey,FALSE,FALSE
Friendly and I knew who to ask for when I got there. He met me st the door.,1,End of Survey,FALSE,TRUE
Still waiting on quotes,1,End of Survey,TRUE,FALSE
Great communication,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"Pretty easy to use, just nobody contacted me from this dealership",1,End of Survey,FALSE,TRUE
Timely reply although still waiting for an estimate.  Great folks at Fox Ford overall.  Always very straight forward.,2,Begin of Survey,FALSE,TRUE
Slow before getting back with me,2,Begin of Survey,FALSE,FALSE
Good experience,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
contacted when and how I asked to be contacted.,2,Begin of Survey,FALSE,TRUE
I accidentally submitted the request but when the salesman contacted me he was very understanding and told me the benefits of using Mosier Ford to find/purchase a new/used vehicle.,2,Begin of Survey,TRUE,TRUE
Fast friendly very professional,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Friendly courteous sales staff.  Very neat and clean dealership.,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Dealer contacted me promply,2,Begin of Survey,FALSE,TRUE
courteous,1,End of Survey,FALSE,TRUE
Friendly and right to the point,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
"I was contacted quickly.  When I followed up with the sales rep and requested more information, that information was provided quickly and accurately.",1,End of Survey,FALSE,TRUE
"Purchased made today, in my driveway!",1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Rep. Basically calls me a liar,2,Begin of Survey,FALSE,TRUE
Salesperson contacted me within an hour of submitting the request and was very professional and was able to answer all of my questions.,2,Begin of Survey,TRUE,TRUE
N/a,1,End of Survey,FALSE,FALSE
Someone contacted me to discuss pricing and availability,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
I was unable to price out a 2019 f150,1,End of Survey,FALSE,FALSE
The amazing respect and effort was astonishing.,1,End of Survey,FALSE,FALSE
"wasn't quite ready for quotes, needed more info on new f-150's",1,End of Survey,TRUE,FALSE
2 salespeople couldn?t answer my questions in original lead and then wouldn?t respond to me when I asked the Sales Managers name.,2,Begin of Survey,FALSE,TRUE
Nothing special about the process.,1,End of Survey,FALSE,FALSE
Courteous on the phone answered all questions just don't on the vehicle yet. Still figuring things out.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Very easy to navigate the website,2,Begin of Survey,TRUE,FALSE
Was trying to do most of the work over phone and emails. It took the salesman a while to get back to me. As of today I haven?t heard weather the loan went through or not.,2,Begin of Survey,FALSE,TRUE
They responded politely,2,Begin of Survey,FALSE,TRUE
I received a replay within minutes of submitting my request.,2,Begin of Survey,TRUE,TRUE
great service fast approval,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
never recieved a response,1,End of Survey,FALSE,TRUE
Wasn?t anything I didn?t see online,2,Begin of Survey,TRUE,FALSE
,2,Begin of Survey,FALSE,FALSE
Quick response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
It was easy,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"I requested pictures of the actual vehicle I was asking about, and for them to email me instead of calling because I have twin 5 month old babies. I recieved an email, but it contained no pictures. They schedualed me for a test drive instead.  So I am talking with another dealership now, because that was just ridiculous.",2,Begin of Survey,FALSE,TRUE
Great help in meeting my needs,1,End of Survey,FALSE,FALSE
It was.,1,End of Survey,FALSE,FALSE
Sales person was no bullshit,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Instant communication.,2,Begin of Survey,FALSE,FALSE
"Associate was fully available when requested, provided complete information.",1,End of Survey,FALSE,FALSE
Good customer service,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
The rep was great but no vehicle..,1,End of Survey,FALSE,TRUE
its 10-15-18 and the car is still not in my garage,1,End of Survey,FALSE,FALSE
Prompt courteous,1,End of Survey,FALSE,TRUE
"The price I paid was nowhere near the internet.  I still very angry at the ""deal"" I agreed too.  I will complete your survey when emotions subside.",2,Begin of Survey,TRUE,FALSE
Very professional,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
Was not expecting to get the information as quickly as it was received.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Great response time,1,End of Survey,FALSE,TRUE
It wasn?t as easy to navigate as some other care sites.,1,End of Survey,TRUE,FALSE
Quick response back and no hassle,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
The atmosphere and David our salesman was awesome to deal with.,2,Begin of Survey,FALSE,TRUE
Immediate response,2,Begin of Survey,FALSE,TRUE
ease of use.,1,End of Survey,FALSE,FALSE
It was helpful and easy,1,End of Survey,FALSE,FALSE
"Like I said earlier, buying or leasing a car or truck is not a pleasant process.",1,End of Survey,FALSE,FALSE
Polite and courteous,2,Begin of Survey,FALSE,TRUE
Quick response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Quick communication,2,Begin of Survey,FALSE,FALSE
Timelines of dealer response.,2,Begin of Survey,FALSE,TRUE
Waste of time,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
No price,1,End of Survey,FALSE,FALSE
Within 24 hrs a representative contacted me by phone,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Because I got a quick response from a real person,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Everyone very helpful and courteous.,2,Begin of Survey,FALSE,TRUE
"owned 3 fords , all have done great. still own 2004 ranger",2,Begin of Survey,FALSE,FALSE
Nice guy,2,Begin of Survey,FALSE,FALSE
The people were nice and it seemed like they wanted to help me.,1,End of Survey,FALSE,TRUE
I bought the car. Info was accurate,1,End of Survey,FALSE,FALSE
"Because everything was Summit. The options were fantastic, the salesman pleasant, helpful and the experience was as if friends were talking about the car. The price was right, the color, interior was right also. The whole sale was very smooth.",1,End of Survey,FALSE,TRUE
answered my request quickly,1,End of Survey,FALSE,TRUE
Very helpful service,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
It wasnt rocket science.  I asked for information - I got information.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
very goog service,2,Begin of Survey,FALSE,FALSE
The representative contacted me within a good timeframe and understood what I was looking for and where I am in the car buying process.,1,End of Survey,FALSE,TRUE
Good information available in timely manner.,2,Begin of Survey,FALSE,FALSE
I received an email shortly after the request was submitted.,1,End of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
couldn't find a match on vehicle and price to convince to close the deal.,2,Begin of Survey,FALSE,FALSE
I feel like the dealership could have made more of an attempt to negotiate.,2,Begin of Survey,FALSE,TRUE
Good salesperson,2,Begin of Survey,FALSE,TRUE
they listened to me,1,End of Survey,FALSE,FALSE
They called me with the information I was lookin for.,2,Begin of Survey,FALSE,TRUE
Prompt and thorough.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Quick response.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I am not sure if it is time to upgrade cars at this point with upcoming models on the way -  -your caller was excellent - - and I would revisit Palmetto for once I make a decision.,2,Begin of Survey,FALSE,FALSE
Very slow or no response at all.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"In this busy world, it was nice to have a quick response using the latest technology (text/email) without having to take time from my day to shop in-store.",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
i received a prompt response to my online inquiry,2,Begin of Survey,TRUE,TRUE
The email response did not answer my question.  I asked a very specific question and it was not acknowledged in the response.,1,End of Survey,FALSE,TRUE
timely accurate complete,1,End of Survey,FALSE,FALSE
I still need to meet with Mary and look at the trucks.,1,End of Survey,FALSE,FALSE
"""Good"" is middle of the road. So far I have neither had a bad nor a great experience because I haven't had an experience at all. My inquiry was about whether the dealership could find a vehicle I'm looking for.",1,End of Survey,FALSE,TRUE
"Reasonable responses, nothing in your line of cars that met my needs.",2,Begin of Survey,FALSE,TRUE
Quick reply,1,End of Survey,FALSE,TRUE
Contacted me almost immediately thats why,2,Begin of Survey,FALSE,TRUE
Response was quick,2,Begin of Survey,FALSE,TRUE
liked the way he  answered,1,End of Survey,FALSE,TRUE
"omg, i already answered this",1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Again, would rather not have to contact someone to get a price. Should be listed online.",1,End of Survey,TRUE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Quick and polite.,2,Begin of Survey,FALSE,TRUE
It was easy and got a response,1,End of Survey,FALSE,TRUE
Fast and professional,2,Begin of Survey,FALSE,TRUE
"Good conversation, straight forward",1,End of Survey,FALSE,FALSE
There has been no follow up since Oct 12.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Parks Ford is great customer service an great overall Ford dealership to buy from my wife an I have bought 4 vehicles from them!,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
I had no issues.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Excellent response time,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
Would not show me price listing,1,End of Survey,FALSE,FALSE
It is not anyone's fault but I understand that the 2019 Ranger is still in production therefore leading to a lack of pricing information,1,End of Survey,FALSE,FALSE
The service was great,1,End of Survey,FALSE,FALSE
Lease options were undesirable as our current Edge was same price but payment was over $200 more a month.  Now we?re looking at other brands.,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Dealer answered questions I had and was not pushy in any way.,1,End of Survey,FALSE,TRUE
The info I was seeking was available,1,End of Survey,FALSE,FALSE
Contact asap,1,End of Survey,FALSE,FALSE
Great interaction and timeliness that fully met my needs and expectations,1,End of Survey,FALSE,TRUE
Every things was perfect.,2,Begin of Survey,FALSE,FALSE
"Quick response, answered all questions, provided me with what I requested, seemed genuinely interested in helping me acquire what I want.",1,End of Survey,FALSE,TRUE
Kept in touch with me and was very helpful and kind.,2,Begin of Survey,FALSE,FALSE
Good initial contact and quick up to a point in between but dealer simply would not address questions I had on the specific truck I inquired about.,2,Begin of Survey,FALSE,TRUE
I was contacted by Yaklin Ford in Richwood Texas soon after submitting the request,2,Begin of Survey,TRUE,TRUE
"Received information wanted, did receive phone call to touch bases and then emails with specific information by email.  I was not pressured.",1,End of Survey,FALSE,TRUE
Great customer service,2,Begin of Survey,FALSE,FALSE
Porque me estan poniendo atencion. Y eso lo agradesco,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
I told you that I was retiring at the end of the year but was only called during business hours when I am at work.,1,End of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
There?s only1 window for leasing there isn?t have the window for purchase.The Ford dealers isn?t understanding what I am looking for.,2,Begin of Survey,FALSE,TRUE
"From start to finish Galpin and the people who took care of me from the GM to the sales person were excellent. They delivered my car, went to great lengths to show me everything, and never used hard sales techniques. I would recommend them to anyone buying a Ford/Lincoln product.",2,Begin of Survey,FALSE,TRUE
L don't have a price yet???,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Received initial contact but my request was never answered I?ve resent 3 times already.,2,Begin of Survey,FALSE,TRUE
Gave me the info I asked for,2,Begin of Survey,FALSE,FALSE
The process was painless,1,End of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
easy enough,1,End of Survey,FALSE,FALSE
Quick call/text back and helpful in looking for alternate options within my price range,1,End of Survey,FALSE,FALSE
The response was timely and your rep was polite and professional.,2,Begin of Survey,FALSE,TRUE
All information available and questions answered,1,End of Survey,FALSE,TRUE
Got a call back.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
My request was answered promptly,2,Begin of Survey,FALSE,TRUE
They email back then called later,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Klaben staff knows me and provides friendly and professional service. I am a long time customer of Klaben and Ford.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
It was good,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
My request was responded to quickly and with the information I needed.,1,End of Survey,FALSE,TRUE
Very personable and understanding if my situation,2,Begin of Survey,FALSE,TRUE
No issues and very professional.,1,End of Survey,FALSE,TRUE
Answered promptly. No games. Professional.,1,End of Survey,FALSE,TRUE
The boyertown people were very friendly helpful and responsive,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Fast response.  Low key contact.  No pressure.,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
All communication was great,1,End of Survey,FALSE,FALSE
responded quickly. when i made an offer online salesperson responded back in less than 20 min.,1,End of Survey,TRUE,TRUE
Daniel Leisy was my sales representative and made the car buying experience easy and quick. He met all of my expectations!,2,Begin of Survey,FALSE,TRUE
Friendly honest,1,End of Survey,FALSE,TRUE
very simple process,2,Begin of Survey,FALSE,FALSE
Quick response!,2,Begin of Survey,FALSE,TRUE
Salesman was friendly and interested in selling a vehicle,2,Begin of Survey,FALSE,TRUE
Fast response,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
because i like the dealer service.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
helpful,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Simple process to go through menus to find the type of car I was looking for.,1,End of Survey,FALSE,FALSE
Response was quick,2,Begin of Survey,FALSE,TRUE
,2,Begin of Survey,FALSE,FALSE
I was the one who had to contact the dealer,1,End of Survey,FALSE,TRUE
"Due to recent weather affects that were no fault of the salesperson, was unable to make contact by phone. Was all via e-mail.NO fault of dealership, fault of the recent hurricane.",1,End of Survey,FALSE,TRUE
The posting lead kne to believe there was an eprice different from listed price. Seems that was just to get contact information.,2,Begin of Survey,FALSE,FALSE
,2,Begin of Survey,FALSE,FALSE
"Completed a build sheet thru Ford motor company. Apparently these build sheets are not forwarded to dealerships, creating a redundancy of questions when contacted by dealers representatives.  Our local dealership, Auto Nation Ford of Tustin, lacked followup after initial contact, left several messages, trying to deal with a local business, but received no return calls. Very disappointing.  Fairway Ford, on the other hand has been great to deal with thus far.",2,Begin of Survey,FALSE,TRUE
Jonathan and Alexis were prompt and very helpful,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
"Simple,I?ve have owned 2 Focuses in the 05 and 08 and I have enjoyed both with the redesign and new features I would like to get back into a Focus and it was easy to request info",1,End of Survey,FALSE,FALSE
Quick response and great follow up,2,Begin of Survey,FALSE,TRUE
You're asking too many questions.It's irritating.,1,End of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Very fast I was contacted right away,2,Begin of Survey,FALSE,TRUE
Great service.   Rep gave me space to make my decision and respected it.    Didn?t call me a million times.   It was appreciated,2,Begin of Survey,FALSE,TRUE
Ease of use,1,End of Survey,FALSE,FALSE
"Because I didn't want any contact, just information.",1,End of Survey,FALSE,FALSE
"This is the second survey I've done, yet I still have not been contacted nor received any information about the Ford F150 I'm interested in purchasing. There are other dealers....",1,End of Survey,FALSE,TRUE
Flagship Ford is great,2,Begin of Survey,FALSE,FALSE
Received a call and email but did not get any info provided to me besides to call or go in.,1,End of Survey,FALSE,FALSE
Issues with current Focus,1,End of Survey,FALSE,FALSE
Timilness,2,Begin of Survey,FALSE,FALSE
I was contacted in a short time and had all my questions answered.,2,Begin of Survey,FALSE,TRUE
They got right back to me answering my questions.,2,Begin of Survey,FALSE,TRUE
Lack of useful info.,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
"very nice, good phone presences",1,End of Survey,FALSE,TRUE
Prompt response and follow up.,2,Begin of Survey,FALSE,TRUE
because it was very good.,1,End of Survey,FALSE,FALSE
i got the info i needed,2,Begin of Survey,FALSE,FALSE
It's very difficult to earn and excellent from me.,1,End of Survey,FALSE,FALSE
Thanks,1,End of Survey,FALSE,FALSE
Call back was prompt,2,Begin of Survey,FALSE,TRUE
"fast, and not pushy",2,Begin of Survey,FALSE,FALSE
Didn't give me price as requested twice and never heard back after my second request.,1,End of Survey,FALSE,FALSE
It was late Saturday afternoon and three dealers responded within a half hour,1,End of Survey,FALSE,TRUE
Quick response,1,End of Survey,FALSE,TRUE
Rec'vd a call almost immediately after email but was unable to communicate at that time,1,End of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
Prompt call back,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
No service no call,1,End of Survey,FALSE,FALSE
They called and left a message,2,Begin of Survey,FALSE,TRUE
Got of hold of me right away.,2,Begin of Survey,FALSE,FALSE
Info requested was provided,2,Begin of Survey,FALSE,FALSE
"Dealt with other dealerships prior, and this was very easy and helpful.",1,End of Survey,FALSE,TRUE
I have 2 other Ford vehicles.  They have been very reliable,1,End of Survey,FALSE,FALSE
Got info I requested,1,End of Survey,FALSE,FALSE
"Asked for a quote for a 2019 f350 deisel build a ford. Recivied quotes for 3 fords not even remotly close. One was an Explorer. If your people cant tell the difference between an f350 crew can/8?box srw and an explorer, then I need to find a new dealer",2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
Lisa immediately emailed me. She is trying to help me,2,Begin of Survey,FALSE,FALSE
No response after the first two emails...even though I asked for additional information,2,Begin of Survey,FALSE,TRUE
Received responses within hours,2,Begin of Survey,FALSE,TRUE
Simple and easy to use,1,End of Survey,FALSE,FALSE
"The response was timely, but since I asked for an internet quote, I was not expecting to have to go to the dealership.",2,Begin of Survey,TRUE,TRUE
,2,Begin of Survey,FALSE,FALSE
,1,End of Survey,FALSE,FALSE
I was contacted right away.  No pressure to decide immediately,2,Begin of Survey,FALSE,TRUE
,1,End of Survey,FALSE,FALSE
Found vehicle i wanted,1,End of Survey,FALSE,FALSE
Still no response  and website was easy to use,1,End of Survey,TRUE,TRUE
,1,End of Survey,FALSE,FALSE
I was confused for awhile that I couldn?t see the 3 different models I had to scroll down but I didn?t see that right off,1,End of Survey,FALSE,FALSE
The sales department contacted me quickly,2,Begin of Survey,FALSE,TRUE
